time,height
31.22,6.469615236
31.24,6.469615236
31.26,6.470834328
31.28,6.47205342
31.3,6.47496864
31.32,6.479951015999999
31.34,6.4832372639999996
31.36,6.485304419999999
31.38,6.489067703999999
31.4,6.495693204
31.42,6.503537796
31.44,6.508520172
31.46,6.51472164
31.48,6.52134714
31.5,6.527548607999999
31.52,6.532530984
31.54,6.532530984
31.56,6.532530984
31.58,6.535870236
31.6,6.539580515999999
31.62,6.540004548
31.64,6.542866763999999
31.66,6.5470540800000006
31.68,6.547849139999999
31.7,6.551188392
31.72,6.55738986
31.74,6.563167296
31.76,6.566930579999999
31.78,6.57143592
31.8,6.575623236
31.82,6.577690391999999
31.84,6.5838918600000005
31.86,6.592160484
31.88,6.598361951999999
31.9,6.6033443279999995
31.92,6.605411484
31.94,6.605835515999999
31.96,6.608750735999999
31.98,6.61118892
32.0,6.610393859999999
32.02,6.6120369839999995
32.04,6.61781442
32.06,6.62072964
32.08,6.622001735999999
32.1,6.6244399199999995
32.12,6.6294222959999995
32.14,6.633185579999999
32.16,6.636047796
32.18,6.63769092
32.2,6.638538983999999
32.22,6.642673295999999
32.24,6.643945391999999
32.26,6.64352136
32.28,6.647231639999999
32.3,6.650941919999999
32.32,6.652638048
32.34,6.654281172
32.36,6.65677236
32.38,6.66048264
32.4,6.665465016000001
32.42,6.669599328
32.44,6.671666483999999
32.46,6.674581704
32.48,6.683698391999999
32.5,6.702726827999999
32.52,6.719688108
32.54,6.731720016
32.56,6.7461901079999995
32.58,6.759070079999999
32.6,6.771048984
32.62,6.787215204
32.64,6.80332842
32.66,6.81578436
32.68,6.827763264
32.7,6.8381520479999995
32.72,6.84599664
32.74,6.854265264
32.76,6.863805984
32.78,6.872922672
32.8,6.877905048
32.82,6.884530548
32.84,6.890732016
32.86,6.8923751399999995
32.88,6.8923751399999995
32.9,6.896933484
32.92,6.906050172
32.94,6.909760452
32.96,6.913523736
32.98,6.919301172
33.0,6.923859515999999
33.02,6.925926672
33.04,6.927145764
33.06,6.927145764
33.08,6.926774736
33.1,6.929212919999999
33.12,6.931704108
33.14,6.9358384200000005
33.16,6.941244827999999
33.18,6.942092892
33.2,6.94458408
33.22,6.952428672
33.24,6.956562984
33.26,6.963188484
33.28,6.97559142
33.3,6.987199296
33.32,7.00209342
33.34,7.016192483999999
33.36,7.028595419999999
33.38,7.0402032960000005
33.4,7.05059208
33.42,7.062570984
33.44,7.072906764
